Date,Time,Pressure,Temperature
2026-02-16,18:42:09,10.7178,8.196
2026-02-16,18:57:09,10.7196,8.184
2026-02-16,19:12:09,10.7197,8.183
2026-02-16,19:27:09,10.7201,8.201
2026-02-16,19:42:09,10.7203,8.180
2026-02-16,19:57:09,10.7219,8.197
2026-02-16,20:12:09,10.7234,8.148
2026-02-16,20:27:09,10.7233,8.130
2026-02-16,20:42:09,10.7236,8.181
2026-02-16,20:57:09,10.7235,8.204
2026-02-16,21:12:09,10.7240,8.199
2026-02-16,21:27:09,10.7227,8.184
2026-02-16,21:42:09,10.7218,8.188
2026-02-16,21:57:09,10.7208,8.182
2026-02-16,22:12:09,10.7200,8.179
2026-02-16,22:27:09,10.7179,8.200
2026-02-16,22:42:09,10.7179,8.186
2026-02-16,22:57:09,10.7159,8.120
2026-02-16,23:12:09,10.7144,8.139
2026-02-16,23:27:09,10.7172,8.143
2026-02-16,23:42:09,10.7179,8.120
2026-02-16,23:57:09,10.7176,8.101
2026-02-17,00:12:09,10.7170,8.145
2026-02-17,00:27:09,10.7166,8.120
2026-02-17,00:42:09,10.7172,8.136
2026-02-17,00:57:09,10.7158,8.095
2026-02-17,01:12:09,10.7139,8.107
2026-02-17,01:27:09,10.7132,8.113
2026-02-17,01:42:09,10.7127,8.082
2026-02-17,01:57:09,10.7119,8.091
2026-02-17,02:12:09,10.7107,8.111
2026-02-17,02:27:09,10.7092,8.184
2026-02-17,02:42:09,10.7078,8.166
2026-02-17,02:57:09,10.7041,8.092
2026-02-17,03:12:09,10.7028,8.125
2026-02-17,03:27:09,10.7007,8.138
2026-02-17,03:42:09,10.6987,8.135
2026-02-17,03:57:09,10.6961,8.106
2026-02-17,04:12:09,10.6947,8.125
2026-02-17,04:27:09,10.6939,8.083
2026-02-17,04:42:09,10.6901,8.102
2026-02-17,04:57:09,10.6876,8.052
2026-02-17,05:12:09,10.6874,8.053
2026-02-17,05:27:09,10.6862,8.080
2026-02-17,05:42:09,10.6868,8.041
2026-02-17,05:57:09,10.6878,8.083
2026-02-17,06:12:09,10.6848,8.141
2026-02-17,06:27:09,10.6832,8.102
2026-02-17,06:42:09,10.6844,8.128
2026-02-17,06:57:09,10.6867,8.064
2026-02-17,07:12:09,10.6845,8.101
2026-02-17,07:27:09,10.6804,8.120
2026-02-17,07:42:09,10.6796,8.139
2026-02-17,07:57:09,10.6790,8.137
2026-02-17,08:12:09,10.6785,8.163
2026-02-17,08:27:09,10.6790,8.166
2026-02-17,08:42:09,10.6758,8.186
2026-02-17,08:57:09,10.6779,8.178
2026-02-17,09:12:09,10.6766,8.175
2026-02-17,09:27:09,10.6713,8.159
2026-02-17,09:42:09,10.6712,8.151
2026-02-17,09:57:09,10.6666,8.140
2026-02-17,10:12:09,10.6634,8.136
2026-02-17,10:27:09,10.6540,8.087
2026-02-17,10:42:09,10.6522,8.090
2026-02-17,10:57:09,10.6507,8.113
2026-02-17,11:12:09,10.6498,8.089
2026-02-17,11:27:09,10.6496,8.136
2026-02-17,11:42:09,10.6496,8.155
2026-02-17,11:57:09,10.6481,8.178
2026-02-17,12:12:09,10.6468,8.181
2026-02-17,12:27:09,10.6456,8.197
2026-02-17,12:42:09,10.6422,8.172
