#,Date-Time (CST/CDT),"Temperature (W-CT 22414702), °C","Electrical Conductivity (W-CT 22414702), µS/cm","Specific Conductivity (W-CT 22414702), µS/cm","Salinity (W-CT 22414702), PSU","Total Dissolved Solids (W-CT 22414702), mg/L"
6535,04/05/2026 17:44:59,5.06,421.5,725.1,0.33,273.98
6536,04/05/2026 17:59:59,5.06,421.5,725.0,0.33,273.95
6537,04/05/2026 18:14:59,5.07,421.4,724.6,0.33,273.91
6538,04/05/2026 18:29:59,5.06,421.5,725.1,0.33,273.97
6539,04/05/2026 18:44:59,5.07,421.4,724.9,0.33,273.93
6540,04/05/2026 18:59:59,5.08,421.5,724.8,0.33,274.00
6541,04/05/2026 19:14:59,5.08,421.5,724.7,0.33,273.99
6542,04/05/2026 19:29:59,5.07,421.4,724.8,0.33,273.93
6543,04/05/2026 19:44:59,5.08,421.4,724.6,0.33,273.94
6544,04/05/2026 19:59:59,5.07,421.6,724.9,0.33,274.02
6545,04/05/2026 20:14:59,5.08,421.3,724.3,0.33,273.86
6546,04/05/2026 20:29:59,5.08,421.6,724.8,0.33,274.02
6547,04/05/2026 20:44:59,5.07,421.6,725.0,0.33,274.02
6548,04/05/2026 20:59:59,5.08,421.5,724.7,0.33,274.00
6549,04/05/2026 21:14:59,5.07,421.5,724.8,0.33,273.96
6550,04/05/2026 21:29:59,5.08,421.5,724.7,0.33,273.98
6551,04/05/2026 21:44:59,5.08,421.4,724.6,0.33,273.93
6552,04/05/2026 21:59:59,5.08,421.5,724.5,0.33,273.94
6553,04/05/2026 22:14:59,5.07,421.5,724.9,0.33,274.00
6554,04/05/2026 22:29:59,5.07,421.4,724.7,0.33,273.92
6555,04/05/2026 22:44:59,5.08,421.4,724.6,0.33,273.93
6556,04/05/2026 22:59:59,5.08,421.4,724.4,0.33,273.90
6557,04/05/2026 23:14:59,5.07,421.5,724.9,0.33,273.97
6558,04/05/2026 23:29:59,5.08,421.3,724.3,0.33,273.86
6559,04/05/2026 23:44:59,5.08,421.4,724.3,0.33,273.89
6560,04/05/2026 23:59:59,5.07,421.5,725.0,0.33,274.01
6561,04/06/2026 00:14:59,5.08,421.4,724.5,0.33,273.91
6562,04/06/2026 00:29:59,5.07,421.3,724.5,0.33,273.87
6563,04/06/2026 00:44:59,5.08,421.4,724.4,0.33,273.94
6564,04/06/2026 00:59:59,5.07,421.5,724.8,0.33,273.96
6565,04/06/2026 01:14:59,5.09,421.4,724.2,0.33,273.89
6566,04/06/2026 01:29:59,5.09,421.5,724.4,0.33,273.96
6567,04/06/2026 01:44:59,5.07,421.4,724.6,0.33,273.90
6568,04/06/2026 01:59:59,5.07,421.4,724.6,0.33,273.91
6569,04/06/2026 02:14:59,5.07,421.4,724.6,0.33,273.90
6570,04/06/2026 02:29:59,5.09,421.4,724.3,0.33,273.90
6571,04/06/2026 02:44:59,5.08,421.4,724.5,0.33,273.93
6572,04/06/2026 02:59:59,5.09,421.4,724.2,0.33,273.88
6573,04/06/2026 03:14:59,5.08,421.3,724.3,0.33,273.82
6574,04/06/2026 03:29:59,5.07,421.2,724.3,0.33,273.80
6575,04/06/2026 03:44:59,5.07,421.4,724.5,0.33,273.88
6576,04/06/2026 03:59:59,5.09,421.4,724.2,0.33,273.89
6577,04/06/2026 04:14:59,5.08,421.3,724.3,0.33,273.86
6578,04/06/2026 04:29:59,5.08,421.3,724.3,0.33,273.86
6579,04/06/2026 04:44:59,5.09,421.4,724.3,0.33,273.90
6580,04/06/2026 04:59:59,5.09,421.4,724.3,0.33,273.94
6581,04/06/2026 05:14:59,5.08,421.4,724.5,0.33,273.91
6582,04/06/2026 05:29:59,5.09,421.4,724.2,0.33,273.90
6583,04/06/2026 05:44:59,5.09,421.4,724.1,0.33,273.90
6584,04/06/2026 05:59:59,5.08,421.2,724.2,0.33,273.78
6585,04/06/2026 06:14:59,5.08,421.4,724.4,0.33,273.91
6586,04/06/2026 06:29:59,5.08,421.3,724.4,0.33,273.87
6587,04/06/2026 06:44:59,5.09,421.3,724.2,0.33,273.86
6588,04/06/2026 06:59:59,5.08,421.4,724.3,0.33,273.88
6589,04/06/2026 07:14:59,5.08,421.3,724.4,0.33,273.87
6590,04/06/2026 07:29:59,5.09,421.5,724.2,0.33,273.95
6591,04/06/2026 07:44:59,5.09,421.5,724.5,0.33,273.97
6592,04/06/2026 07:59:59,5.09,421.4,724.2,0.33,273.89
6593,04/06/2026 08:14:59,5.09,421.3,724.2,0.33,273.88
6594,04/06/2026 08:29:59,5.09,421.5,724.4,0.33,273.96
6595,04/06/2026 08:44:59,5.08,421.5,724.6,0.33,273.99
6596,04/06/2026 08:59:59,5.08,421.6,724.7,0.33,274.01
6597,04/06/2026 09:14:59,5.08,421.5,724.5,0.33,273.97
6598,04/06/2026 09:29:59,5.10,421.5,724.2,0.33,273.97
6599,04/06/2026 09:44:59,5.08,421.6,724.8,0.33,274.02
6600,04/06/2026 09:59:59,5.09,421.6,724.4,0.33,274.01
6601,04/06/2026 10:14:59,5.09,421.6,724.5,0.33,274.03
6602,04/06/2026 10:29:59,5.08,421.6,724.8,0.33,274.04
6603,04/06/2026 10:44:59,5.09,421.6,724.5,0.33,274.04
6604,04/06/2026 10:59:59,5.09,421.6,724.6,0.33,274.05
6605,04/06/2026 11:14:59,5.09,421.7,724.8,0.33,274.10
6606,04/06/2026 11:29:59,5.08,421.7,724.8,0.33,274.08
6607,04/06/2026 11:44:59,5.09,421.8,724.7,0.33,274.14
6608,04/06/2026 11:59:59,5.10,421.6,724.4,0.33,274.04
6609,04/06/2026 12:14:59,5.09,421.8,724.8,0.33,274.14
6610,04/06/2026 12:29:59,5.10,421.7,724.6,0.33,274.12
6611,04/06/2026 12:44:59,5.10,421.8,724.7,0.33,274.18
6612,04/06/2026 12:59:59,5.08,421.7,724.8,0.33,274.08
6613,04/06/2026 13:14:59,5.10,421.8,724.6,0.33,274.15
6614,04/06/2026 13:29:59,5.08,421.7,724.9,0.33,274.12
6615,04/06/2026 13:44:59,5.09,421.7,724.7,0.33,274.11
6616,04/06/2026 13:59:59,5.09,421.8,725.0,0.33,274.17
6617,04/06/2026 14:14:59,5.10,421.8,724.6,0.33,274.15
6618,04/06/2026 14:29:59,5.08,421.8,725.1,0.33,274.20
6619,04/06/2026 14:44:59,5.09,421.8,725.0,0.33,274.16
6620,04/06/2026 14:59:59,5.09,421.8,725.0,0.33,274.16
6621,04/06/2026 15:14:59,5.10,421.8,724.6,0.33,274.15
6622,04/06/2026 15:29:59,5.10,421.8,724.8,0.33,274.20
6623,04/06/2026 15:44:59,5.09,421.9,725.2,0.33,274.26
6624,04/06/2026 15:59:59,5.10,422.0,724.9,0.33,274.27
6625,04/06/2026 16:14:59,5.10,421.6,724.4,0.33,274.07
6626,04/06/2026 16:29:59,5.09,422.0,725.3,0.33,274.31
6627,04/06/2026 16:44:59,5.09,422.0,725.3,0.33,274.28
6628,04/06/2026 16:59:59,5.09,421.9,725.0,0.33,274.22
6629,04/06/2026 17:14:59,5.10,422.0,725.1,0.33,274.30
6630,04/06/2026 17:29:59,5.10,421.9,724.7,0.33,274.22
6631,04/06/2026 17:44:59,5.09,421.9,725.1,0.33,274.24
6632,04/06/2026 17:59:59,5.10,422.0,724.9,0.33,274.30
6633,04/06/2026 18:14:59,5.10,422.0,725.0,0.33,274.29
6634,04/06/2026 18:29:59,5.10,421.9,724.9,0.33,274.25
6635,04/06/2026 18:44:59,5.09,421.9,725.1,0.33,274.26
6636,04/06/2026 18:59:59,5.09,422.0,725.3,0.33,274.32
6637,04/06/2026 19:14:59,5.09,422.0,725.1,0.33,274.28
6638,04/06/2026 19:29:59,5.10,422.0,725.0,0.33,274.28
6639,04/06/2026 19:44:59,5.09,422.0,725.3,0.33,274.32
6640,04/06/2026 19:59:59,5.10,422.0,724.8,0.33,274.27
6641,04/06/2026 20:14:59,5.10,422.0,724.9,0.33,274.31
6642,04/06/2026 20:29:59,5.10,422.0,725.1,0.33,274.31
6643,04/06/2026 20:44:59,5.09,422.1,725.3,0.33,274.37
6644,04/06/2026 20:59:59,5.10,422.1,725.2,0.33,274.35
6645,04/06/2026 21:14:59,5.09,422.1,725.4,0.33,274.37
6646,04/06/2026 21:29:59,5.09,422.1,725.3,0.33,274.34
6647,04/06/2026 21:44:59,5.10,422.1,725.1,0.33,274.36
6648,04/06/2026 21:59:59,5.11,422.0,724.9,0.33,274.33
6649,04/06/2026 22:14:59,5.11,422.1,725.0,0.33,274.37
6650,04/06/2026 22:29:59,5.11,422.2,725.1,0.33,274.41
6651,04/06/2026 22:44:59,5.10,422.1,725.1,0.33,274.36
6652,04/06/2026 22:59:59,5.10,422.2,725.3,0.33,274.41
6653,04/06/2026 23:14:59,5.10,422.1,725.2,0.33,274.39
6654,04/06/2026 23:29:59,5.10,422.1,725.1,0.33,274.37
6655,04/06/2026 23:44:59,5.11,422.2,725.1,0.33,274.42
6656,04/06/2026 23:59:59,5.09,422.0,725.2,0.33,274.33
6657,04/07/2026 00:14:59,5.11,422.0,724.9,0.33,274.33
6658,04/07/2026 00:29:59,5.11,422.0,724.8,0.33,274.33
6659,04/07/2026 00:44:59,5.11,422.2,725.1,0.33,274.40
6660,04/07/2026 00:59:59,5.10,422.2,725.4,0.33,274.44
6661,04/07/2026 01:14:59,5.10,422.2,725.4,0.33,274.42
6662,04/07/2026 01:29:59,5.11,422.0,724.9,0.33,274.32
6663,04/07/2026 01:44:59,5.10,422.3,725.4,0.33,274.49
6664,04/07/2026 01:59:59,5.11,422.1,725.1,0.33,274.39
6665,04/07/2026 02:14:59,5.11,422.2,725.2,0.33,274.45
6666,04/07/2026 02:29:59,5.11,422.3,725.3,0.33,274.48
6667,04/07/2026 02:44:59,5.10,422.2,725.5,0.33,274.46
6668,04/07/2026 02:59:59,5.11,422.2,725.1,0.33,274.42
6669,04/07/2026 03:14:59,5.11,422.2,725.0,0.33,274.40
6670,04/07/2026 03:29:59,5.10,422.2,725.5,0.33,274.45
6671,04/07/2026 03:44:59,5.11,422.1,724.9,0.33,274.37
6672,04/07/2026 03:59:59,5.10,422.1,725.2,0.33,274.34
6673,04/07/2026 04:14:59,5.11,422.1,725.0,0.33,274.38
6674,04/07/2026 04:29:59,5.10,422.2,725.2,0.33,274.40
6675,04/07/2026 04:44:59,5.11,422.1,724.9,0.33,274.34
6676,04/07/2026 04:59:59,5.10,422.2,725.3,0.33,274.46
6677,04/07/2026 05:14:59,5.11,422.2,725.1,0.33,274.45
6678,04/07/2026 05:29:59,5.11,422.1,724.9,0.33,274.37
6679,04/07/2026 05:44:59,5.10,422.2,725.4,0.33,274.41
6680,04/07/2026 05:59:59,5.11,422.2,724.9,0.33,274.41
6681,04/07/2026 06:14:59,5.11,422.2,725.0,0.33,274.44
6682,04/07/2026 06:29:59,5.11,422.1,724.7,0.33,274.34
6683,04/07/2026 06:44:59,5.11,422.2,725.1,0.33,274.44
6684,04/07/2026 06:59:59,5.10,422.1,725.3,0.33,274.39
6685,04/07/2026 07:14:59,5.11,422.1,724.9,0.33,274.37
6686,04/07/2026 07:29:59,5.11,422.2,725.0,0.33,274.45
6687,04/07/2026 07:44:59,5.10,422.3,725.6,0.33,274.50
6688,04/07/2026 07:59:59,5.10,422.3,725.5,0.33,274.48
6689,04/07/2026 08:14:59,5.11,422.3,725.4,0.33,274.50
6690,04/07/2026 08:29:59,5.11,422.2,725.0,0.33,274.43
6691,04/07/2026 08:44:59,5.11,422.3,725.2,0.33,274.52
6692,04/07/2026 08:59:59,5.11,422.3,725.3,0.33,274.49
6693,04/07/2026 09:14:59,5.10,422.3,725.5,0.33,274.51
6694,04/07/2026 09:29:59,5.10,422.3,725.5,0.33,274.49
6695,04/07/2026 09:44:59,5.11,422.3,725.3,0.33,274.48
6696,04/07/2026 09:59:59,5.10,422.2,725.4,0.33,274.44
6697,04/07/2026 10:14:59,5.10,422.4,725.5,0.33,274.54
6698,04/07/2026 10:29:59,5.12,422.3,725.1,0.33,274.52
6699,04/07/2026 10:44:59,5.11,422.4,725.3,0.33,274.54
6700,04/07/2026 10:59:59,5.10,422.2,725.3,0.33,274.46
6701,04/07/2026 11:14:59,5.10,422.5,725.8,0.33,274.62
6702,04/07/2026 11:29:59,5.10,422.4,725.7,0.33,274.57
6703,04/07/2026 11:44:59,5.12,422.4,725.3,0.33,274.56
6704,04/07/2026 11:59:59,5.10,422.4,725.6,0.33,274.54
6705,04/07/2026 12:14:59,5.10,422.4,725.6,0.33,274.57
6706,04/07/2026 12:29:59,5.11,422.3,725.4,0.33,274.52
6707,04/07/2026 12:44:59,5.11,422.5,725.6,0.33,274.60
6708,04/07/2026 12:59:59,5.11,422.4,725.3,0.33,274.56
6709,04/07/2026 13:14:59,5.11,422.4,725.4,0.33,274.54
6710,04/07/2026 13:29:59,5.12,422.4,725.3,0.33,274.57
6711,04/07/2026 13:44:59,5.12,422.5,725.4,0.33,274.60
6712,04/07/2026 13:59:59,5.10,422.5,725.8,0.33,274.62
6713,04/07/2026 14:14:59,5.11,422.5,725.7,0.33,274.64
6714,04/07/2026 14:29:59,5.11,422.4,725.4,0.33,274.57
6715,04/07/2026 14:44:59,5.11,422.4,725.6,0.33,274.58
6716,04/07/2026 14:59:59,5.10,422.6,725.9,0.33,274.67
6717,04/07/2026 15:14:59,5.11,422.5,725.7,0.33,274.64
6718,04/07/2026 15:29:59,5.11,422.6,725.8,0.33,274.69
6719,04/07/2026 15:44:59,5.12,422.5,725.4,0.33,274.62
6720,04/07/2026 15:59:59,5.17,6.2,10.6,0.01,4.02
6721,04/07/2026 16:14:59,11.10,0.0,0.0,0.01,0.00
6722,04/07/2026 16:29:59,5.19,412.7,706.6,0.32,268.23
6723,04/07/2026 16:44:59,5.17,412.9,707.6,0.32,268.40
6724,04/07/2026 16:59:59,5.17,416.9,714.3,0.33,271.00
6725,04/07/2026 17:14:59,5.17,419.0,718.1,0.33,272.37
6726,04/07/2026 17:29:59,5.15,419.7,719.8,0.33,272.81
6727,04/07/2026 17:44:59,5.16,419.9,719.7,0.33,272.90
6728,04/07/2026 17:59:59,5.15,419.6,719.5,0.33,272.74
6729,04/07/2026 18:14:59,5.14,420.1,720.7,0.33,273.09
6730,04/07/2026 18:29:59,5.15,420.3,720.8,0.33,273.18
6731,04/07/2026 18:44:59,5.13,420.3,721.2,0.33,273.21
6732,04/07/2026 18:59:59,5.13,420.4,721.4,0.33,273.29
6733,04/07/2026 19:14:59,5.14,420.4,721.0,0.33,273.24
6734,04/07/2026 19:29:59,5.13,420.5,721.4,0.33,273.30
6735,04/07/2026 19:44:59,5.13,420.6,721.7,0.33,273.38
6736,04/07/2026 19:59:59,5.13,420.9,722.3,0.33,273.58
6737,04/07/2026 20:14:59,5.14,420.9,722.0,0.33,273.57
6738,04/07/2026 20:29:59,5.13,421.0,722.4,0.33,273.63
6739,04/07/2026 20:44:59,5.13,420.9,722.3,0.33,273.58
6740,04/07/2026 20:59:59,5.14,421.0,722.3,0.33,273.65
6741,04/07/2026 21:14:59,5.13,421.0,722.3,0.33,273.63
6742,04/07/2026 21:29:59,5.13,420.7,721.9,0.33,273.45
6743,04/07/2026 21:44:59,5.14,420.7,721.5,0.33,273.43
6744,04/07/2026 21:59:59,5.14,421.1,722.3,0.33,273.71
6745,04/07/2026 22:14:59,5.14,421.2,722.4,0.33,273.75
6746,04/07/2026 22:29:59,5.13,421.1,722.5,0.33,273.69
6747,04/07/2026 22:44:59,5.14,421.0,722.2,0.33,273.63
6748,04/07/2026 22:59:59,5.14,421.2,722.5,0.33,273.80
6749,04/07/2026 23:14:59,5.14,421.3,722.7,0.33,273.87
6750,04/07/2026 23:29:59,5.14,421.3,722.7,0.33,273.84
6751,04/07/2026 23:44:59,5.14,421.5,723.2,0.33,274.01
6752,04/07/2026 23:59:59,5.13,421.8,723.7,0.33,274.15
6753,04/08/2026 00:14:59,5.14,421.5,723.1,0.33,273.99
6754,04/08/2026 00:29:59,5.13,421.6,723.4,0.33,274.03
6755,04/08/2026 00:44:59,5.14,421.6,723.0,0.33,274.01
6756,04/08/2026 00:59:59,5.15,421.7,723.1,0.33,274.08
6757,04/08/2026 01:14:59,5.14,421.8,723.6,0.33,274.14
6758,04/08/2026 01:29:59,5.13,421.8,723.8,0.33,274.19
6759,04/08/2026 01:44:59,5.13,421.9,723.8,0.33,274.21
6760,04/08/2026 01:59:59,5.14,421.8,723.6,0.33,274.19
6761,04/08/2026 02:14:59,5.14,421.8,723.6,0.33,274.18
6762,04/08/2026 02:29:59,5.15,421.8,723.5,0.33,274.20
6763,04/08/2026 02:44:59,5.14,421.9,723.7,0.33,274.26
6764,04/08/2026 02:59:59,5.15,422.1,723.9,0.33,274.38
6765,04/08/2026 03:14:59,5.14,422.3,724.5,0.33,274.49
6766,04/08/2026 03:29:59,5.14,422.4,724.7,0.33,274.56
6767,04/08/2026 03:44:59,5.15,422.6,724.7,0.33,274.69
6768,04/08/2026 03:59:59,5.14,422.2,724.3,0.33,274.44
6769,04/08/2026 04:14:59,5.14,422.0,723.9,0.33,274.30
6770,04/08/2026 04:29:59,5.14,422.1,724.0,0.33,274.36
6771,04/08/2026 04:44:59,5.15,422.1,724.0,0.33,274.39
6772,04/08/2026 04:59:59,5.14,422.7,725.1,0.33,274.75
6773,04/08/2026 05:14:59,5.15,422.3,724.3,0.33,274.50
6774,04/08/2026 05:29:59,5.15,422.2,723.9,0.33,274.41
6775,04/08/2026 05:44:59,5.15,422.4,724.4,0.33,274.57
6776,04/08/2026 05:59:59,5.15,422.3,724.2,0.33,274.47
6777,04/08/2026 06:14:59,5.15,422.3,724.2,0.33,274.52
6778,04/08/2026 06:29:59,5.15,422.5,724.6,0.33,274.63
6779,04/08/2026 06:44:59,5.14,422.6,724.8,0.33,274.66
6780,04/08/2026 06:59:59,5.14,422.5,724.7,0.33,274.61
6781,04/08/2026 07:14:59,5.14,422.6,724.9,0.33,274.67
6782,04/08/2026 07:29:59,5.14,422.6,725.0,0.33,274.71
6783,04/08/2026 07:44:59,5.15,422.7,724.8,0.33,274.75
6784,04/08/2026 07:59:59,5.14,422.7,725.0,0.33,274.73
6785,04/08/2026 08:14:59,5.14,422.8,725.2,0.33,274.80
6786,04/08/2026 08:29:59,5.15,422.7,724.9,0.33,274.75
6787,04/08/2026 08:44:59,5.15,422.7,724.7,0.33,274.75
6788,04/08/2026 08:59:59,5.14,422.8,725.2,0.33,274.81
6789,04/08/2026 09:14:59,5.15,422.8,725.0,0.33,274.84
6790,04/08/2026 09:29:59,5.16,423.0,725.1,0.33,274.94
6791,04/08/2026 09:44:59,5.16,422.9,725.0,0.33,274.89
6792,04/08/2026 09:59:59,5.14,423.0,725.5,0.33,274.93
6793,04/08/2026 10:14:59,5.15,422.9,725.3,0.33,274.91
6794,04/08/2026 10:29:59,5.14,423.0,725.5,0.33,274.94
6795,04/08/2026 10:44:59,5.15,423.1,725.5,0.33,275.00
6796,04/08/2026 10:59:59,5.15,423.0,725.3,0.33,274.95
6797,04/08/2026 11:14:59,5.14,422.9,725.4,0.33,274.90
6798,04/08/2026 11:29:59,5.14,423.1,725.6,0.33,274.99
6799,04/08/2026 11:44:59,5.15,423.1,725.5,0.33,275.03
6800,04/08/2026 11:59:59,5.16,422.9,725.0,0.33,274.88
6801,04/08/2026 12:14:59,5.15,423.0,725.4,0.33,274.94
6802,04/08/2026 12:29:59,5.14,423.1,725.7,0.33,275.03
6803,04/08/2026 12:44:59,5.15,423.0,725.3,0.33,274.96
6804,04/08/2026 12:59:59,5.15,423.3,725.7,0.33,275.12
6805,04/08/2026 13:14:59,5.15,423.2,725.8,0.33,275.07
6806,04/08/2026 13:29:59,5.15,423.2,725.7,0.33,275.11
6807,04/08/2026 13:44:59,5.15,423.1,725.6,0.33,275.03
6808,04/08/2026 13:59:59,5.14,423.1,725.8,0.33,275.04
6809,04/08/2026 14:14:59,5.16,423.1,725.3,0.33,275.02
6810,04/08/2026 14:29:59,5.16,423.1,725.2,0.33,275.00
6811,04/08/2026 14:44:59,5.16,423.2,725.5,0.33,275.06
6812,04/08/2026 14:59:59,5.15,423.1,725.4,0.33,274.99
6813,04/08/2026 15:14:59,5.15,423.1,725.6,0.33,275.02
6814,04/08/2026 15:29:59,5.16,423.2,725.6,0.33,275.10
6815,04/08/2026 15:44:59,5.14,423.1,725.7,0.33,275.03
6816,04/08/2026 15:59:59,5.16,423.0,725.2,0.33,274.98
6817,04/08/2026 16:14:59,5.16,423.2,725.5,0.33,275.08
6818,04/08/2026 16:29:59,5.15,423.1,725.5,0.33,275.02
6819,04/08/2026 16:44:59,5.14,423.2,725.9,0.33,275.08
6820,04/08/2026 16:59:59,5.16,423.1,725.4,0.33,275.02
6821,04/08/2026 17:14:59,5.15,423.3,725.9,0.33,275.12
6822,04/08/2026 17:29:59,5.16,423.3,725.6,0.33,275.13
6823,04/08/2026 17:44:59,5.15,423.2,725.7,0.33,275.10
6824,04/08/2026 17:59:59,5.15,423.3,725.9,0.33,275.17
6825,04/08/2026 18:14:59,5.15,423.2,725.8,0.33,275.08
6826,04/08/2026 18:29:59,5.15,423.3,726.0,0.33,275.15
6827,04/08/2026 18:44:59,5.16,423.3,725.7,0.33,275.14
6828,04/08/2026 18:59:59,5.15,423.5,726.2,0.33,275.25
6829,04/08/2026 19:14:59,5.16,423.2,725.5,0.33,275.08
6830,04/08/2026 19:29:59,5.17,423.4,725.6,0.33,275.22
6831,04/08/2026 19:44:59,5.16,423.5,725.8,0.33,275.25
6832,04/08/2026 19:59:59,5.15,423.6,726.3,0.33,275.32
6833,04/08/2026 20:14:59,5.16,423.6,726.1,0.33,275.31
6834,04/08/2026 20:29:59,5.16,423.5,726.0,0.33,275.27
6835,04/08/2026 20:44:59,5.15,423.6,726.4,0.33,275.36
6836,04/08/2026 20:59:59,5.16,423.5,725.9,0.33,275.26
6837,04/08/2026 21:14:59,5.15,423.6,726.4,0.33,275.34
6838,04/08/2026 21:29:59,5.16,423.6,726.2,0.33,275.34
6839,04/08/2026 21:44:59,5.16,423.8,726.4,0.33,275.47
6840,04/08/2026 21:59:59,5.16,423.6,726.1,0.33,275.35
6841,04/08/2026 22:14:59,5.15,423.6,726.3,0.33,275.34
6842,04/08/2026 22:29:59,5.15,423.8,726.6,0.33,275.47
6843,04/08/2026 22:44:59,5.15,423.8,726.7,0.33,275.48
6844,04/08/2026 22:59:59,5.16,423.7,726.3,0.33,275.38
6845,04/08/2026 23:14:59,5.15,423.7,726.6,0.33,275.42
6846,04/08/2026 23:29:59,5.16,423.7,726.3,0.33,275.38
6847,04/08/2026 23:44:59,5.17,423.6,726.0,0.33,275.37
6848,04/08/2026 23:59:59,5.15,423.7,726.6,0.33,275.42
6849,04/09/2026 00:14:59,5.16,423.8,726.5,0.33,275.46
6850,04/09/2026 00:29:59,5.16,423.9,726.6,0.33,275.50
6851,04/09/2026 00:44:59,5.15,423.9,726.7,0.33,275.50
6852,04/09/2026 00:59:59,5.15,423.9,726.9,0.33,275.57
6853,04/09/2026 01:14:59,5.15,423.8,726.6,0.33,275.47
6854,04/09/2026 01:29:59,5.17,423.8,726.4,0.33,275.49
6855,04/09/2026 01:44:59,5.16,423.9,726.7,0.33,275.51
6856,04/09/2026 01:59:59,5.16,423.8,726.6,0.33,275.49
6857,04/09/2026 02:14:59,5.16,423.9,726.6,0.33,275.54
6858,04/09/2026 02:29:59,5.16,423.8,726.5,0.33,275.44
6859,04/09/2026 02:44:59,5.15,423.8,726.6,0.33,275.46
6860,04/09/2026 02:59:59,5.17,423.8,726.4,0.33,275.49
6861,04/09/2026 03:14:59,5.16,423.8,726.5,0.33,275.50
6862,04/09/2026 03:29:59,5.16,423.7,726.4,0.33,275.43
6863,04/09/2026 03:44:59,5.16,423.7,726.3,0.33,275.42
6864,04/09/2026 03:59:59,5.17,423.8,726.2,0.33,275.48
6865,04/09/2026 04:14:59,5.16,423.8,726.6,0.33,275.49
6866,04/09/2026 04:29:59,5.16,423.8,726.6,0.33,275.47
6867,04/09/2026 04:44:59,5.16,423.8,726.4,0.33,275.45
6868,04/09/2026 04:59:59,5.16,423.8,726.3,0.33,275.44
6869,04/09/2026 05:14:59,5.16,423.7,726.4,0.33,275.40
6870,04/09/2026 05:29:59,5.17,423.7,726.1,0.33,275.41
6871,04/09/2026 05:44:59,5.15,423.8,726.7,0.33,275.49
6872,04/09/2026 05:59:59,5.16,423.8,726.6,0.33,275.47
6873,04/09/2026 06:14:59,5.16,423.7,726.3,0.33,275.39
6874,04/09/2026 06:29:59,5.16,423.8,726.5,0.33,275.47
6875,04/09/2026 06:44:59,5.16,423.5,726.0,0.33,275.27
6876,04/09/2026 06:59:59,5.17,423.4,725.7,0.33,275.23
6877,04/09/2026 07:14:59,5.17,423.5,725.7,0.33,275.26
6878,04/09/2026 07:29:59,5.17,423.5,725.8,0.33,275.31
6879,04/09/2026 07:44:59,5.16,423.5,725.9,0.33,275.30
6880,04/09/2026 07:59:59,5.17,423.7,726.1,0.33,275.38
6881,04/09/2026 08:14:59,5.15,423.6,726.3,0.33,275.34
6882,04/09/2026 08:29:59,5.15,423.6,726.3,0.33,275.35
6883,04/09/2026 08:44:59,5.17,423.5,725.7,0.33,275.26
6884,04/09/2026 08:59:59,5.16,423.6,726.1,0.33,275.31
6885,04/09/2026 09:14:59,5.17,423.6,726.0,0.33,275.37
6886,04/09/2026 09:29:59,5.16,423.5,725.9,0.33,275.28
6887,04/09/2026 09:44:59,5.16,423.6,726.2,0.33,275.37
6888,04/09/2026 09:59:59,5.17,423.7,726.0,0.33,275.38
6889,04/09/2026 10:14:59,5.17,423.7,726.2,0.33,275.42
6890,04/09/2026 10:29:59,5.16,423.7,726.5,0.33,275.43
6891,04/09/2026 10:44:59,5.16,423.4,725.8,0.33,275.23
6892,04/09/2026 10:59:59,5.17,423.6,726.0,0.33,275.37
6893,04/09/2026 11:14:59,5.17,423.7,726.1,0.33,275.37
6894,04/09/2026 11:29:59,5.16,423.7,726.3,0.33,275.39
6895,04/09/2026 11:44:59,5.16,423.6,726.1,0.33,275.37
6896,04/09/2026 11:59:59,5.15,423.6,726.3,0.33,275.34
6897,04/09/2026 12:14:59,5.17,423.4,725.7,0.33,275.23
6898,04/09/2026 12:29:59,5.17,423.3,725.5,0.33,275.17
6899,04/09/2026 12:44:59,5.16,423.3,725.6,0.33,275.14
6900,04/09/2026 12:59:59,5.16,423.4,725.9,0.33,275.21
6901,04/09/2026 13:14:59,5.16,423.5,726.0,0.33,275.27
6902,04/09/2026 13:29:59,5.16,423.5,725.8,0.33,275.25
6903,04/09/2026 13:44:59,5.17,423.4,725.5,0.33,275.20
6904,04/09/2026 13:59:59,5.17,423.3,725.4,0.33,275.15
6905,04/09/2026 14:14:59,5.17,423.3,725.4,0.33,275.15
6906,04/09/2026 14:29:59,5.17,423.3,725.4,0.33,275.16
6907,04/09/2026 14:44:59,5.16,423.5,726.1,0.33,275.30
6908,04/09/2026 14:59:59,5.17,423.8,726.3,0.33,275.49
6909,04/09/2026 15:14:59,5.16,423.7,726.2,0.33,275.40
6910,04/09/2026 15:29:59,5.16,423.7,726.3,0.33,275.41
6911,04/09/2026 15:44:59,5.17,423.5,725.8,0.33,275.28
6912,04/09/2026 15:59:59,5.15,423.4,725.9,0.33,275.18
6913,04/09/2026 16:14:59,5.16,423.5,726.1,0.33,275.29
6914,04/09/2026 16:29:59,5.17,423.4,725.6,0.33,275.21
6915,04/09/2026 16:44:59,5.17,423.4,725.5,0.33,275.20
6916,04/09/2026 16:59:59,5.17,423.4,725.6,0.33,275.20
6917,04/09/2026 17:14:59,5.17,423.4,725.5,0.33,275.18
6918,04/09/2026 17:29:59,5.17,423.4,725.6,0.33,275.24
6919,04/09/2026 17:44:59,5.16,423.3,725.7,0.33,275.15
