SampleID,Flouride,Chloride,Nitrite,Bromide,Nitrate,Phosphate,Sulfate,Well ,PumpTest_Creek,Date,Month,Day,Year,SampleNum,MeasurementDate
P4B1 06/02/25,0.3651,29.5121,n.a.,1.638,n.a.,1.9594,34.2933,P4,B,06/02,06,02,2025,1,03/11/26
P4A1 09/30/25,0.3676,22.5353,n.a.,1.5802,3.5752,n.a.,32.865,P4,A,09/30,09,30,2025,1,03/11/26
P4A1 10/07/25,0.3647,23.3412,n.a.,1.5438,2.9403,n.a.,36.7842,P4,A,10/07,10,07,2025,1,03/11/26
P4A1 10/07/25,0.3473,23.5653,n.a.,1.5949,3.3444,2.4079,38.4253,P4,A,10/07,10,07,2025,1,03/11/26
P4B1 09/30/25,0.3458,19.1971,n.a.,1.652,1.3272,2.3463,10.6238,P4,B,09/30,09,30,2025,1,03/11/26
P1A1 10/07/25,0.3822,25.3673,n.a.,1.5254,14.0376,n.a.,33.3319,P1,A,10/07,10,07,2025,1,03/11/26
P1B1 10/07/25,0.4174,31.4746,n.a.,1.5392,5.0923,n.a.,34.8294,P1,B,10/07,10,07,2025,1,03/11/26
P1C1 09/30/25,0.368,24.6495,n.a.,1.6195,12.7446,2.2764,35.1722,P1,C,09/30,09,30,2025,1,03/11/26
P1A1 09/30/25,0.3789,27.371,n.a.,1.5181,13.74,n.a.,33.4632,P1,A,09/30,09,30,2025,1,03/11/26
P1B1 09/16/25,0.3796,30.0403,n.a.,1.5078,15.055,n.a.,33.9377,P1,B,09/16,09,16,2025,1,03/11/26
P1B2 04/16/25,0.3884,39.7177,n.a.,1.565,11.7577,2.3723,34.7773,P1,B,04/16,04,16,2025,2,03/11/26
P1B1 09/30/25,0.3922,31.9355,n.a.,1.5304,15.6674,n.a.,34.5982,P1,B,09/30,09,30,2025,1,03/11/26
P1A1 09/16/25,0.3815,26.7219,n.a.,1.5236,13.5978,n.a.,33.4515,P1,A,09/16,09,16,2025,1,03/11/26
P3B1 10/07/25,0.3991,14.6008,n.a.,1.5132,48.8875,n.a.,66.729,P3,B,10/07,10,07,2025,1,03/11/26
P3A1 10/07/25,0.3868,13.8868,n.a.,1.5051,49.7647,n.a.,61.047,P3,A,10/07,10,07,2025,1,03/11/26
P3A1 09/30/25,0.3755,12.5993,n.a.,1.5057,45.2347,n.a.,54.0301,P3,A,09/30,09,30,2025,1,03/11/26
P3C1 09/16/25,0.3724,26.8351,n.a.,1.5625,11.4152,2.2896,33.0277,P3,C,09/16,09,16,2025,1,03/11/26
P3B1 09/30/25,0.3796,13.7914,n.a.,n.a.,47.6975,n.a.,67.0359,P3,B,09/30,09,30,2025,1,03/11/26
P3C1 09/30/25,0.3826,26.1427,n.a.,1.6169,13.2166,2.7073,34.6471,P3,C,09/30,09,30,2025,1,03/11/26
P3B1 09/16/25,0.4479,14.0811,n.a.,1.5541,40.7401,n.a.,54.7905,P3,B,09/16,09,16,2025,1,03/11/26
P3A1 09/16/25,0.4037,14.1699,n.a.,1.497,50.3872,n.a.,53.4275,P3,A,09/16,09,16,2025,1,03/11/26
P5C1 09/30/25,0.3685,27.9272,n.a.,1.5838,8.2146,2.3183,34.0046,P5,C,09/30,09,30,2025,1,03/11/26
P5A1 09/30/25,0.4249,10.3874,n.a.,n.a.,2.5441,2.282,44.0604,P5,A,09/30,09,30,2025,1,03/11/26
P5A1 09/30/25,0.409,10.5178,n.a.,1.4988,2.3328,2.1022,44.8305,P5,A,09/30,09,30,2025,1,03/11/26
P5B1 09/30/25,0.4197,9.1632,n.a.,1.5623,n.a.,2.0371,45.5519,P5,B,09/30,09,30,2025,1,03/11/26
P5C1 09/16/25,0.4937,84.0213,3.9839,n.a.,8.0961,2.2653,36.3424,P5,C,09/16,09,16,2025,1,03/11/26
P5A1 10/07/25,0.4177,14.9817,n.a.,1.5234,4.3269,2.3935,47.8391,P5,A,10/07,10,07,2025,1,03/11/26
P5C1 09/16/25,0.4698,84.3058,4.0126,n.a.,7.8653,2.5573,36.5514,P5,C,09/16,09,16,2025,1,03/11/26
P5C1 09/30/25,0.3657,27.9444,n.a.,1.5973,7.9503,2.2267,33.8129,P5,C,09/30,09,30,2025,1,03/11/26
P5A1 10/07/25,0.3923,14.5941,1.8435,1.6002,2.7884,1.957,47.6901,P5,A,10/07,10,07,2025,1,03/11/26
P5C1 06/02/25,0.4119,28.5903,n.a.,1.5581,9.2016,2.5493,32.2693,P5,C,06/02,06,02,2025,1,03/11/26
P5B1 06/02/25,0.4215,15.3799,n.a.,1.5938,1.8144,1.8988,48.5379,P5,B,06/02,06,02,2025,1,03/11/26
P5B1 10/07/25,0.3904,10.488,n.a.,1.5299,1.7438,1.7329,45.1418,P5,B,10/07,10,07,2025,1,03/11/26
P5B1 10/07/25,0.4038,10.3038,n.a.,1.5592,1.7802,1.8587,44.1072,P5,B,10/07,10,07,2025,1,03/11/26
P5B1 10/14/25,0.4266,15.0586,n.a.,n.a.,1.6554,2.1848,47.5491,P5,B,10/14,10,14,2025,1,03/11/26
P5A1 10/28/25,0.3746,15.3976,n.a.,n.a.,1.2827,2.1608,47.5282,P5,A,10/28,10,28,2025,1,03/16/26
P4A1 10/28/25,0.3137,23.6592,n.a.,1.0607,2.3515,2.5933,37.3556,P4,A,10/28,10,28,2025,1,03/16/26
P4B1 10/28/25,0.2913,23.0216,n.a.,n.a.,n.a.,2.3148,36.4298,P4,B,10/28,10,28,2025,1,03/16/26
P3C1 10/28/25,0.2727,26.575,n.a.,1.0676,13.9062,1.9688,37.2734,P3,C,10/28,10,28,2025,1,03/16/26
P4B1 10/28/25,0.3466,23.816,n.a.,1.2251,n.a.,2.703,37.1755,P4,B,10/28,10,28,2025,1,03/16/26
P5C1 10/28/25,0.2696,27.0462,n.a.,0.977,10.2635,1.7129,35.9271,P5,C,10/28,10,28,2025,1,03/16/26
P1B1 10/28/25,0.3407,37.2476,n.a.,0.9947,13.8438,n.a.,35.4059,P1,B,10/28,10,28,2025,1,03/16/26
P1B1 10/28/25,0.3534,36.482,n.a.,1.0083,13.5972,n.a.,34.5975,P1,B,10/28,10,28,2025,1,03/16/26
P1B1 10/28/25,0.332,18.6126,n.a.,1.0404,1.3903,2.4312,36.6561,P1,B,10/28,10,28,2025,1,03/16/26
P5C1 03/10/26,0.3015,33.9121,n.a.,1.0404,11.0886,2.2425,30.4258,P5,C,03/10,03,10,2026,1,03/16/26
P3C1 03/10/26,0.3228,31.1086,n.a.,1.0607,14.1751,2.8389,31.9781,P3,C,03/10,03,10,2026,1,03/16/26
P1C1 03/10/26,0.3165,30.2235,n.a.,1.0666,15.375,n.a.,33.0289,P1,C,03/10,03,10,2026,1,03/16/26
P5A1 03/10/26,0.3661,17.734,n.a.,n.a.,1.9401,2.5102,46.9725,P5,A,03/10,03,10,2026,1,03/16/26
P5B1 03/10/26,0.3193,14.5368,n.a.,n.a.,1.7208,2.3753,44.3487,P5,B,03/10,03,10,2026,1,03/16/26
P2A1 03/10/26,0.3201,22.4033,n.a.,1.0171,10.0438,n.a.,39.6395,P2,A,03/10,03,10,2026,1,03/16/26
P4B1 03/10/26,0.2821,26.7987,n.a.,n.a.,3.0531,n.a.,41.1944,P4,B,03/10,03,10,2026,1,03/16/26
P4A1 03/10/26,0.2929,28.2338,n.a.,1.0238,4.7496,n.a.,42.4003,P4,A,03/10,03,10,2026,1,03/16/26
P3B1 03/10/26,0.3018,13.9598,n.a.,0.9933,51.8187,n.a.,58.337,P3,B,03/10,03,10,2026,1,03/16/26
P3A1 03/10/26,0.3109,13.8376,n.a.,0.972,50.2497,n.a.,55.6246,P3,A,03/10,03,10,2026,1,03/16/26
P2B1 03/10/26,0.2965,22.3006,n.a.,0.9744,6.48,n.a.,39.3245,P2,B,03/10,03,10,2026,1,03/16/26
P1B1 03/10/26,0.2801,39.6595,n.a.,0.9774,12.5654,n.a.,36.008,P1,B,03/10,03,10,2026,1,03/16/26
P1A1 03/10/26,0.2778,38.7168,n.a.,0.9826,13.8065,2.6388,36.2563,P1,A,03/10,03,10,2026,1,03/16/26
P3C1 10/07/25,0.2738,26.0134,n.a.,1.0257,10.2171,2.0574,32.7073,P3,C,10/07,10,07,2025,1,03/16/26
P5C1 10/07/25,0.3489,26.7204,n.a.,1.0508,7.1039,2.464,31.8183,P5,C,10/07,10,07,2025,1,03/16/26
P5C1 10/07/25,0.3152,27.4375,n.a.,1.0053,6.9767,1.9951,32.515,P5,C,10/07,10,07,2025,1,03/16/26
P4B1 11/18/25,0.3173,22.8665,n.a.,1.0266,2.179,2.6493,39.4541,P4,B,11/18,11,18,2025,1,03/16/26
P5C1 11/18/25,0.31,22.2668,n.a.,1.0273,13.561,0.3357,31.0802,P5,C,11/18,11,18,2025,1,03/16/26
P3A1 11/18/25,0.3255,13.9695,n.a.,0.997,48.9663,n.a.,70.5612,P3,A,11/18,11,18,2025,1,03/16/26
P4A1 11/18/25,0.3042,24.3668,n.a.,1.0129,3.5185,2.5311,41.6353,P4,A,11/18,11,18,2025,1,03/16/26
P2B1 11/18/25,0.3777,19.5783,n.a.,1.01,5.1296,n.a.,41.7636,P2,B,11/18,11,18,2025,1,03/16/26
P5A1 11/18/25,n.a.,2.4191,n.a.,n.a.,0.7975,0.2481,5.3633,P5,A,11/18,11,18,2025,1,03/16/26
P3C1 11/18/25,0.3142,21.0033,n.a.,1.0128,12.8552,0.3717,29.8783,P3,C,11/18,11,18,2025,1,03/16/26
P2A1 11/18/25,0.3354,19.547,n.a.,0.9951,6.3248,n.a.,41.456,P2,A,11/18,11,18,2025,1,03/16/26
P3B1 11/18/25,n.a.,3.5487,n.a.,n.a.,10.8589,0.5241,16.1851,P3,B,11/18,11,18,2025,1,03/16/26
P5B1 11/18/25,0.2943,15.592,n.a.,n.a.,2.0176,1.9274,50.8992,P5,B,11/18,11,18,2025,1,03/16/26
P3B1 10/28/25,0.3669,14.049,n.a.,1.0355,47.1973,n.a.,73.9643,P3,B,10/28,10,28,2025,1,03/16/26
P4A1 10/28/25,0.3132,23.7711,n.a.,1.0533,2.4308,2.8122,37.6259,P4,A,10/28,10,28,2025,1,03/16/26
P2A1 10/28/25,0.3153,18.8993,n.a.,1.0188,4.1952,2.4459,38.096,P2,A,10/28,10,28,2025,1,03/16/26
P3C1 10/28/25,0.2766,26.4202,n.a.,1.0414,13.6979,2.0108,37.0223,P3,C,10/28,10,28,2025,1,03/16/26
P5B1 10/28/25,0.3156,14.9855,n.a.,n.a.,0.9457,1.8791,48.2733,P5,B,10/28,10,28,2025,1,03/16/26
P2A1 10/28/25,0.3845,19.1578,n.a.,1.0725,4.2152,2.8022,38.4285,P2,A,10/28,10,28,2025,1,03/16/26
P3B1 10/28/25,0.334,14.2942,n.a.,n.a.,46.2812,n.a.,74.541,P3,B,10/28,10,28,2025,1,03/16/26
P3A1 10/28/25,0.3937,14.1986,n.a.,1.0796,49.8693,n.a.,72.2921,P3,A,10/28,10,28,2025,1,03/16/26
P5B1 10/28/25,0.3484,15.522,n.a.,n.a.,1.0239,1.9084,50.1431,P5,B,10/28,10,28,2025,1,03/16/26
P5C1 10/28/25,0.282,27.4524,n.a.,1.0206,10.6364,1.9297,36.3661,P5,C,10/28,10,28,2025,1,03/16/26
P1C1 10/28/25,0.2743,24.8711,n.a.,1.0259,14.6624,2.013,37.1053,P1,C,10/28,10,28,2025,1,03/16/26
P1A1 10/28/25,0.3123,32.2956,n.a.,0.9865,14.0569,2.4382,34.4392,P1,A,10/28,10,28,2025,1,03/16/26
P5A1 10/28/25,0.3214,15.4823,n.a.,n.a.,1.3662,1.8356,48.3617,P5,A,10/28,10,28,2025,1,03/16/26
P3A1 10/28/25,0.3372,13.9301,n.a.,0.9855,49.0786,n.a.,71.6815,P3,A,10/28,10,28,2025,1,03/16/26
P5A1 10/28/25,0.3863,15.6645,n.a.,n.a.,1.3427,2.3942,48.1191,P5,A,10/28,10,28,2025,1,03/16/26
P4A1 10/28/25,0.2948,23.3505,n.a.,1.0438,2.2545,2.2471,37.0791,P4,A,10/28,10,28,2025,1,03/16/26
P4B1 10/28/25,0.3402,23.3619,n.a.,1.0848,0.5477,2.457,36.6516,P4,B,10/28,10,28,2025,1,03/16/26
P3C1 10/28/25,0.2748,26.6603,n.a.,1.0272,13.868,1.9298,37.329,P3,C,10/28,10,28,2025,1,03/16/26
P4B1 10/28/25,0.3091,23.3684,n.a.,n.a.,n.a.,2.1253,36.5045,P4,B,10/28,10,28,2025,1,03/16/26
P5C1 10/28/25,0.2856,27.3971,n.a.,1.0658,10.4389,2.0085,36.2827,P5,C,10/28,10,28,2025,1,03/16/26
P1B1 10/28/25,0.3304,37.1212,n.a.,n.a.,13.8283,2.5009,35.2621,P1,B,10/28,10,28,2025,1,03/16/26
P1B1 10/28/25,0.3076,36.628,n.a.,n.a.,13.6355,2.5844,34.7942,P1,B,10/28,10,28,2025,1,03/16/26
P1B1 10/28/25,0.3727,18.8813,n.a.,1.0394,1.4533,2.7458,37.2582,P1,B,10/28,10,28,2025,1,03/16/26
P5C1 03/10/26,0.3039,34.1291,n.a.,1.0343,11.1628,2.4548,30.7673,P5,C,03/10,03,10,2026,1,03/16/26
P3C1 03/10/26,0.2869,31.9612,n.a.,1.0301,14.4089,2.246,32.7356,P3,C,03/10,03,10,2026,1,03/16/26
P1C1 03/10/26,0.318,30.7531,n.a.,1.0329,15.5533,n.a.,33.7207,P1,C,03/10,03,10,2026,1,03/16/26
P5A1 03/10/26,0.3295,17.3869,n.a.,n.a.,1.8095,2.1884,46.1788,P5,A,03/10,03,10,2026,1,03/16/26
P5B1 03/10/26,0.3425,15.5378,n.a.,n.a.,1.6452,2.3127,47.5583,P5,B,03/10,03,10,2026,1,03/16/26
P2A1 03/10/26,0.3054,22.0043,n.a.,0.9871,9.7556,n.a.,38.9812,P2,A,03/10,03,10,2026,1,03/16/26
P4B1 03/10/26,0.2923,26.7452,n.a.,1.0195,2.6691,n.a.,41.2664,P4,B,03/10,03,10,2026,1,03/16/26
P4A1 03/10/26,0.283,27.7291,n.a.,0.9991,4.6274,n.a.,41.8066,P4,A,03/10,03,10,2026,1,03/16/26
P3B1 03/10/26,0.3036,13.9868,n.a.,1.0179,51.641,n.a.,57.9371,P3,B,03/10,03,10,2026,1,03/16/26
P3A1 03/10/26,0.2708,13.7729,n.a.,0.9584,50.1518,n.a.,55.5529,P3,A,03/10,03,10,2026,1,03/16/26
P2B1 03/10/26,0.328,22.5457,n.a.,1.0156,6.5986,n.a.,39.5231,P2,B,03/10,03,10,2026,1,03/16/26
P1B1 03/10/26,0.292,40.3684,n.a.,0.989,12.933,n.a.,36.7757,P1,B,03/10,03,10,2026,1,03/16/26
P1A1 03/10/26,0.286,39.4726,n.a.,0.9923,14.0777,n.a.,37.0483,P1,A,03/10,03,10,2026,1,03/16/26
P3C1 10/07/25,0.2827,26.5717,n.a.,1.0135,10.3156,1.8509,33.5621,P3,C,10/07,10,07,2025,1,03/16/26
P5C1 10/07/25,0.301,27.2236,n.a.,1.0136,7.1239,2.093,32.4049,P5,C,10/07,10,07,2025,1,03/16/26
P5C1 10/07/25,0.297,28.2754,n.a.,1.0271,7.262,2.2927,33.6874,P5,C,10/07,10,07,2025,1,03/16/26
P4B1 11/18/25,0.3134,23.4025,n.a.,1.0431,2.2175,2.467,40.8185,P4,B,11/18,11,18,2025,1,03/16/26
P5C1 11/18/25,0.2646,22.7996,n.a.,1.001,13.7343,0.1666,32.2068,P5,C,11/18,11,18,2025,1,03/16/26
P3A1 11/18/25,0.3219,14.3019,n.a.,1.0062,50.0327,n.a.,71.6212,P3,A,11/18,11,18,2025,1,03/16/26
P4A1 11/18/25,0.296,24.1907,n.a.,0.9982,3.4658,2.4259,41.4445,P4,A,11/18,11,18,2025,1,03/16/26
P2B1 11/18/25,0.3827,19.9366,n.a.,1.0444,5.2671,n.a.,42.4867,P2,B,11/18,11,18,2025,1,03/16/26
P5A1 11/18/25,0.3248,13.4236,n.a.,n.a.,2.0836,1.9288,40.6044,P5,A,11/18,11,18,2025,1,03/16/26
P3C1 11/18/25,0.3024,21.2948,n.a.,1.0331,13.0147,0.4295,30.3373,P3,C,11/18,11,18,2025,1,03/16/26
P2A1 11/18/25,0.3471,19.566,n.a.,1.0408,6.3397,n.a.,41.0628,P2,A,11/18,11,18,2025,1,03/16/26
P3B1 11/18/25,0.2886,11.8515,n.a.,1.0205,40.6649,2.2078,62.9241,P3,B,11/18,11,18,2025,1,03/16/26
P5B1 11/18/25,0.3746,15.5101,n.a.,n.a.,2.0652,2.1538,49.5081,P5,B,11/18,11,18,2025,1,03/16/26
P3B1 10/28/25,0.3871,13.8281,n.a.,1.0476,46.1471,n.a.,72.091,P3,B,10/28,10,28,2025,1,03/16/26
P4A1 10/28/25,0.2859,23.1829,n.a.,1.0221,2.3087,2.3602,36.7203,P4,A,10/28,10,28,2025,1,03/16/26
P2A1 10/28/25,0.3574,18.7283,n.a.,1.0495,4.1859,2.6805,37.42,P2,A,10/28,10,28,2025,1,03/16/26
P3C1 10/28/25,0.3368,26.3907,n.a.,1.0722,13.6484,2.2154,36.6541,P3,C,10/28,10,28,2025,1,03/16/26
P5B1 10/28/25,0.3071,14.6783,n.a.,n.a.,0.9128,1.9496,46.9977,P5,B,10/28,10,28,2025,1,03/16/26
P2A1 10/28/25,0.3512,18.5567,n.a.,1.0446,4.0281,2.6178,37.2664,P2,A,10/28,10,28,2025,1,03/16/26
P3B1 10/28/25,0.3219,13.9149,n.a.,n.a.,45.0713,n.a.,72.3528,P3,B,10/28,10,28,2025,1,03/16/26
P3A1 10/28/25,0.3672,13.9928,n.a.,1.0182,48.8711,n.a.,70.7637,P3,A,10/28,10,28,2025,1,03/16/26
P5B1 10/28/25,0.3341,15.0971,n.a.,n.a.,0.9742,1.8664,48.3056,P5,B,10/28,10,28,2025,1,03/16/26
P5C1 10/28/25,0.3147,27.3082,n.a.,1.0534,10.5453,2.0203,9.0127,P5,C,10/28,10,28,2025,1,03/16/26
P1C1 10/28/25,0.2813,24.816,n.a.,1.0449,14.59,1.9136,36.7848,P1,C,10/28,10,28,2025,1,03/16/26
P1A1 10/28/25,0.3344,31.9961,n.a.,1.0204,13.8959,2.5748,34.0361,P1,A,10/28,10,28,2025,1,03/16/26
P5A1 10/28/25,0.3513,15.381,n.a.,n.a.,1.4177,2.0171,47.9394,P5,A,10/28,10,28,2025,1,03/16/26
P3A1 10/28/25,0.3303,13.9784,n.a.,n.a.,49.3349,n.a.,71.422,P3,A,10/28,10,28,2025,1,03/16/26
P5A1 10/28/25,0.2485,15.2202,n.a.,n.a.,1.3163,n.a.,44.1736,P5,A,10/28,10,28,2025,1,04/17/26
P4A1 10/28/25,0.2372,23.394,n.a.,1.5503,2.3583,n.a.,34.8204,P4,A,10/28,10,28,2025,1,04/17/26
P4B1 10/28/25,0.3216,23.4015,n.a.,1.8719,n.a.,n.a.,34.4229,P4,B,10/28,10,28,2025,1,04/17/26
P3C1 10/28/25,0.2484,26.0269,n.a.,1.5497,12.9594,n.a.,34.1475,P3,C,10/28,10,28,2025,1,04/17/26
P4B1 10/28/25,0.227,23.027,n.a.,1.709,n.a.,n.a.,33.8999,P4,B,10/28,10,28,2025,1,04/17/26
P5C1 10/28/25,0.234,26.5945,n.a.,1.539,9.588,n.a.,33.1441,P5,C,10/28,10,28,2025,1,04/17/26
P1B1 10/28/25,0.2851,36.6451,n.a.,n.a.,13.1932,n.a.,32.645,P1,B,10/28,10,28,2025,1,04/17/26
P1B1 10/28/25,0.2616,36.7194,n.a.,n.a.,13.3091,n.a.,32.3514,P1,B,10/28,10,28,2025,1,04/17/26
P1B1 10/28/25,0.4364,19.6995,n.a.,n.a.,2.2152,n.a.,35.2378,P1,B,10/28,10,28,2025,1,04/17/26
P4A1 03/31/26,0.3481,30.0775,n.a.,1.545,4.0642,n.a.,39.0513,P4,A,03/31,03,31,2026,1,04/17/26
P3C1 03/31/26,0.3463,28.9661,n.a.,1.562,13.4374,n.a.,33.1679,P3,C,03/31,03,31,2026,1,04/17/26
P3A1 03/31/26,0.3071,13.9484,n.a.,1.5163,48.52,n.a.,51.8246,P3,A,03/31,03,31,2026,1,04/17/26
P1C1 03/31/26,0.3296,26.7534,n.a.,1.5477,15.5407,n.a.,34.1512,P1,C,03/31,03,31,2026,1,04/17/26
P5B1 03/31/26,n.a.,0.9863,n.a.,n.a.,n.a.,n.a.,1.8178,P5,B,03/31,03,31,2026,1,04/17/26
P2B1 03/31/26,0.3148,22.901,n.a.,1.5237,4.1271,n.a.,35.2137,P2,B,03/31,03,31,2026,1,04/17/26
P5C1 03/31/26,0.6145,31.2247,n.a.,1.8047,12.1301,n.a.,31.774,P5,C,03/31,03,31,2026,1,04/17/26
P3B1 03/31/26,0.3291,13.987,n.a.,1.5138,47.5935,n.a.,51.9497,P3,B,03/31,03,31,2026,1,04/17/26
P5A1 03/31/26,0.4409,25.7295,n.a.,n.a.,2.2299,n.a.,40.8962,P5,A,03/31,03,31,2026,1,04/17/26
P1B1 03/31/26,0.315,41.0614,n.a.,1.5525,13.0754,n.a.,34.7441,P1,B,03/31,03,31,2026,1,04/17/26
P4B1 03/31/26,0.2902,28.5143,n.a.,1.5399,2.1969,n.a.,39.0932,P4,B,03/31,03,31,2026,1,04/17/26
P2A1 03/31/26,0.3332,23.0377,n.a.,1.5382,8.2902,n.a.,35.8118,P2,A,03/31,03,31,2026,1,04/17/26
P1A1 03/31/26,0.2888,37.8164,n.a.,1.5228,14.4921,n.a.,33.7715,P1,A,03/31,03,31,2026,1,04/17/26
P3C1 04/07/26,0.299,27.0953,n.a.,1.5283,14.751,n.a.,32.1696,P3,C,04/07,04,07,2026,1,04/17/26
P4B1 04/07/26,0.2801,30.9439,n.a.,1.5708,2.5674,n.a.,39.7547,P4,B,04/07,04,07,2026,1,04/17/26
P2B1 04/07/26,0.3073,23.1312,n.a.,1.5284,6.0078,n.a.,35.6195,P2,B,04/07,04,07,2026,1,04/17/26
P2A1 04/07/26,0.3054,22.0659,n.a.,1.5095,8.3567,n.a.,34.6051,P2,A,04/07,04,07,2026,1,04/17/26
P3A1 04/07/26,0.3207,13.514,n.a.,1.4903,46.0516,n.a.,50.8804,P3,A,04/07,04,07,2026,1,04/17/26
P5C1 04/07/26,0.3167,28.6222,n.a.,1.5327,13.0397,n.a.,31.757,P5,C,04/07,04,07,2026,1,04/17/26
P4A1 04/07/26,0.2831,30.1694,n.a.,1.5809,4.8224,n.a.,39.4829,P4,A,04/07,04,07,2026,1,04/17/26
P1C1 04/07/26,0.3165,26.0544,n.a.,n.a.,16.3098,n.a.,33.1799,P1,C,04/07,04,07,2026,1,04/17/26
P1B1 04/07/26,0.2881,39.8768,n.a.,1.538,12.246,n.a.,33.8501,P1,B,04/07,04,07,2026,1,04/17/26
P5A1 04/07/26,0.3595,19.3356,n.a.,1.5479,2.6953,n.a.,46.4934,P5,A,04/07,04,07,2026,1,04/17/26
P5B1 04/07/26,0.3679,16.8208,n.a.,n.a.,2.3907,n.a.,46.804,P5,B,04/07,04,07,2026,1,04/17/26
P1A1 04/07/26,0.2872,33.5945,n.a.,1.5506,9.4139,n.a.,35.9965,P1,A,04/07,04,07,2026,1,04/17/26
P5C1 03/10/26,0.2573,33.6601,n.a.,n.a.,10.5507,n.a.,28.4345,P5,C,03/10,03,10,2026,1,04/17/26
P3C1 03/10/26,0.2433,30.6098,1.855,n.a.,13.3952,n.a.,29.9532,P3,C,03/10,03,10,2026,1,04/17/26
P1C1 03/10/26,0.2284,30.3846,n.a.,n.a.,14.5246,n.a.,31.1082,P1,C,03/10,03,10,2026,1,04/17/26
P5A1 03/10/26,0.2287,17.4925,n.a.,n.a.,2.1322,n.a.,43.3119,P5,A,03/10,03,10,2026,1,04/17/26
P5B1 03/10/26,0.2443,15.428,n.a.,n.a.,1.6064,n.a.,44.1083,P5,B,03/10,03,10,2026,1,04/17/26
P2A1 03/10/26,0.2314,21.9974,n.a.,1.5279,9.3326,n.a.,36.4085,P2,A,03/10,03,10,2026,1,04/17/26
P4B1 03/10/26,0.2272,26.636,n.a.,n.a.,2.9601,n.a.,38.6389,P4,B,03/10,03,10,2026,1,04/17/26
P4A1 03/10/26,0.2599,27.9513,n.a.,n.a.,4.5535,n.a.,39.5212,P4,A,03/10,03,10,2026,1,04/17/26
P3B1 03/10/26,0.2426,14.4427,n.a.,1.527,50.1716,n.a.,56.7917,P3,B,03/10,03,10,2026,1,04/17/26
P3A1 03/10/26,0.2475,14.3993,n.a.,1.5249,48.9335,n.a.,54.1565,P3,A,03/10,03,10,2026,1,04/17/26
P2B1 03/10/26,0.2381,22.4447,n.a.,1.5297,6.5225,n.a.,37.184,P2,B,03/10,03,10,2026,1,04/17/26
P1B1 03/10/26,0.228,39.3892,n.a.,n.a.,12.4141,n.a.,33.6386,P1,B,03/10,03,10,2026,1,04/17/26
P1A1 03/10/26,0.3093,38.4853,n.a.,1.5395,12.7772,n.a.,33.8918,P1,A,03/10,03,10,2026,1,04/17/26
P3C1 10/07/25,0.2334,25.9599,n.a.,n.a.,9.6984,n.a.,30.8258,P3,C,10/07,10,07,2025,1,04/17/26
P5C1 10/07/25,0.2336,26.8771,n.a.,n.a.,6.8418,n.a.,29.9439,P5,C,10/07,10,07,2025,1,04/17/26
P5C1 10/07/25,0.2572,27.2707,n.a.,n.a.,6.692,n.a.,30.5768,P5,C,10/07,10,07,2025,1,04/17/26
P4B1 11/18/25,0.2332,22.9241,n.a.,1.552,2.5629,n.a.,37.3777,P4,B,11/18,11,18,2025,1,04/17/26
P5C1 11/18/25,0.2782,21.8061,n.a.,n.a.,12.6314,1.1634,28.7455,P5,C,11/18,11,18,2025,1,04/17/26
P3A1 11/18/25,0.2643,13.9338,n.a.,1.5233,45.3727,n.a.,66.0233,P3,A,11/18,11,18,2025,1,04/17/26
P4A1 11/18/25,0.2342,23.6413,n.a.,1.5608,3.6245,n.a.,37.5901,P4,A,11/18,11,18,2025,1,04/17/26
P2B1 11/18/25,0.2351,19.3658,n.a.,1.5398,5.1669,n.a.,38.8685,P2,B,11/18,11,18,2025,1,04/17/26
P5A1 11/18/25,0.3096,15.869,n.a.,n.a.,2.4877,n.a.,45.1334,P5,A,11/18,11,18,2025,1,04/17/26
P3C1 11/18/25,0.2731,21.0597,n.a.,n.a.,12.388,1.3052,28.5389,P3,C,11/18,11,18,2025,1,04/17/26
P2A1 11/18/25,0.2353,19.0236,n.a.,1.5195,5.8436,n.a.,37.5778,P2,A,11/18,11,18,2025,1,04/17/26
P3B1 11/18/25,0.2301,13.0555,n.a.,1.5074,44.0923,n.a.,65.4119,P3,B,11/18,11,18,2025,1,04/17/26
P5B1 11/18/25,0.2803,14.9523,1.2271,n.a.,2.1245,n.a.,46.4625,P5,B,11/18,11,18,2025,1,04/17/26
P1A1 04/14/26,0.3193,36.4428,n.a.,1.5317,14.831,n.a.,32.7561,P1,A,04/14,04,14,2026,1,04/17/26
P2B1 04/14/26,0.3592,23.7723,n.a.,1.528,6.6485,n.a.,36.6302,P2,B,04/14,04,14,2026,1,04/17/26
P1C1 04/14/26,0.3015,25.8075,n.a.,n.a.,13.2163,n.a.,27.6649,P1,C,04/14,04,14,2026,1,04/17/26
P1B1 04/14/26,0.3326,44.3961,n.a.,n.a.,7.9294,n.a.,36.5862,P1,B,04/14,04,14,2026,1,04/17/26
P4B1 04/14/26,0.3258,31.4813,1.8569,n.a.,2.173,n.a.,41.6346,P4,B,04/14,04,14,2026,1,04/17/26
P5C1 04/14/26,0.2959,25.6705,n.a.,n.a.,11.3159,n.a.,26.0583,P5,C,04/14,04,14,2026,1,04/17/26
P3B1 04/14/26,0.3364,14.5675,n.a.,1.5184,52.6284,n.a.,52.9714,P3,B,04/14,04,14,2026,1,04/17/26
